0;
1;AirCompType
2;AirComp.TempComp
3;AirComp.P1
4;AirComp.RatioP1P2
5;AirComp.PresComp
6;AirComp.Comp
7;AirComp.LimTempComp
8;AirComp.LimPresComp
9;AirComp.LimComp
10;AirCompCalType
11;AirCompCal.T_AirSP
12;AirCompCal.AirTab
13;AirCompCal.Hysteres
14;AirCompCal.PressMap
15;AirCompCal.p_PresSP
16;AirCompCal.PresTab
17;AirCompCal.T_AirLimSP
18;AirCompCal.AirLimTab
19;AirctlRequest
20;limit_pos
21;limit_neg
22;AirctlDataType
23;AirctlData.FreezeIPart
24;AirctlData.m_CtrlOutput
25;AirctlData.Actual
26;AirctlData.Request
27;AirctlData.MaxAirmass
28;AirctlData.ControllerOut
29;AirctlData.DeltaN0
30;AirctlData.DeltaN1
31;AirctlData.iPartN0
32;AirctlData.iPartN1
33;AirctlData.iPartRest
34;AirctlData.Ti
35;TiCalcuProtType
36;TiCalcuProt.p_DeltaIn50ms
37;TiCalcuProt.p_InletOld
38;AirCtrlCalType
39;AirCtrlCal.t_mReqDelay
40;AirCtrlCal.DirectionHyst
41;AirCtrlCal.x_axis
42;AirCtrlCal.y_axis
43;AirCtrlCal.map
44;AirCtrlCal.m_MaxAirTab
45;AirCtrlCal.m_MaxAirE85Ta
46;AirCtrlCal.m_MaxAirPetTa
47;AirCtrlCal.p_DeltaInlet
48;AirCtrlCal.t_PedReceRel
49;AreaCalType
50;AreaCal.Size
51;AreaCal.Area
52;AreaCal.Table
53;AreaCal.iPartMax
54;AreaCal.m_ReqDiff
55;AreaCal.A_MinAdap
56;AreaCal.A_MaxAdap
57;AreaCal.n_EngOffs
58;AreaCal.N_Stable
59;AreaCal.N_StableForce
60;AreaCal.m_ReqFacForceAdap
61;AreaCal.p_InlBefQuote
62;AreaCal.Q_AirInlet
63;AreaCal.MaxDelta
64;AreaCal.Enable_Venturi
65;AreaCal.Q_VenturiSP
66;AreaCal.Q_VenturiTab
67;AirmassMaster_Status
68;m_Driver
69;m_CC
70;m_DriveMaster
71;m_Wheel
72;m_LoadComp
73;m_Idle
74;m_nLow
75;m_nHigh
76;m_Master
77;m_Request
78;m_DriverStatus
79;m_WheelStatus
80;m_IdleStatus
81;m_nLowStatus
82;m_nHighStatus
83;m_RequestStatus
84;a601_status
85;StartAirType
86;StartAir.ST_FuelCut
87;AreaAdapType
88;AreaAdap.BlockStatus
89;AreaAdap.Pot2BlockStatus
90;AreaAdap.ST_AdapDone
91;AreaAdap.ST_ForceAdapDone
92;AreaAdap.ST_AreaAdapLim
93;AreaAdap.ST_ForceAdapAct
94;AreaAdap.A_Throttle
95;speed
96;table_pointer
97;ratio_filter_const
98;offset
99;MaxVehicleSpeedType
100;MaxVehicleSpeed.Status
101;MaxVehicleSpeed.m_Airmass
102;CruiseAdapType
103;CruiseAdap.SwitchOffCond
104;CruiseAdap.MissingCond
105;CruiseCalType
106;CruiseCal.v_NormalMode
107;CruiseCal.v_LimRampPos
108;CruiseCal.v_LimRampNeg
109;CruiseCal.ms_IntegrDelay
110;CruiseCal.ms_TCSTimer
111;CruiseCal.LoopAmount
112;CruiseCal.SetTimer
113;CruiseCal.TapUpTimer
114;CruiseCal.Status
115;CruiseCal.TipPercentage
116;CruiseCal.M_GradSize
117;CruiseCal.a_AccSize
118;CruiseCal.v_LimitSize
119;CruiseCal.a_DecTimeLim
120;CruiseCal.a_PosOffset
121;CruiseCal.a_NegOffset
122;CruiseCal.v_ResumeThresh
123;CruiseCal.v_BigDiff
124;CruiseCal.a_DecThreshold
125;CruiseCal.TipGrad
126;CruiseCal.VehicleConstant
127;CruiseCal.a_AccRequest
128;CruiseCal.a_DecRequest
129;CruiseCal.v_actual
130;CruiseCal.v_LimitPos
131;CruiseCal.v_LimitNeg
132;CruiseCal.v_LimitNormal
133;CruiseCal.v_LimitDefault
134;CruiseCal.v_RequestPos
135;CruiseCal.v_RequestNeg
136;CruiseCal.v_RequestNormal
137;CruiseCal.M_GradActual
138;CruiseCal.M_GradientPos
139;CruiseCal.M_GradientNeg
140;CruiseCal.v_DiffXSP
141;CruiseCal.v_ActualYSP
142;CruiseCal.a_DecReqMap
143;CruiseComCalType
144;CruiseComCal.M_DefOffset
145;CruiseComCal.v_FCOEnable
146;CruiseComCal.v_FCODisable
147;CruiseComCal.a_DeadRange
148;CruiseComCal.NegMRange
149;CruiseComCal.InitFac_4_1
150;CruiseComCal.InitFac_4_2
151;CruiseComCal.InitFac_5_2
152;CruiseComCal.InitFac_5_3
153;CruiseComCal.InitFac_5_4
154;CruiseComCal.InitFac_6_1
155;CruiseComCal.InitFac_6_2
156;CruiseComCal.InitFac_6_3
157;CruiseComCal.InitFac_7_1
158;CruiseComCal.MaxInit
159;CruiseComCal.ComFac_4
160;CruiseComCal.ComFac_5
161;CruiseComCal.ComFac_6
162;CruiseComCal.ComFac_7
163;CruiseComCal.InitTapUp
164;CruiseComCal.InitTapUp54
165;CruiseComCal.InitAcc
166;CruiseComCal.InitTapDown
167;CruiseComCal.M_RoadSize
168;CruiseComCal.v_Actual
169;CruiseComCal.M_RoadTorque
170;CruiseComCal.TimerLimit
171;CruiseComCal.M_DeltaRamp
172;CruiseComCal.M_MinSize
173;CruiseComCal.v_Delta
174;CruiseComCal.M_Offset
175;CruiseComCal.M_Minimum
176;CruiseFilterCalType
177;CruiseFilterCal.t_592Deb
178;CruiseFilterCal.m_CCFilt
179;CruiseFilterCal.M_Filter
180;CruiseFilterCal.a_Filter
181;CruiseFilterCal.v_Filter
182;MaxVehicCalType
183;MaxVehicCal.Status
184;MaxVehicCal.v_Hysteresis
185;MaxVehicCal.v_MaxSpeed
186;CCCalType
187;CCCal.M_DeltaWheelMin
188;CCCal.v_Threshold
189;CCCal.v_USDOffset
190;CCCal.v_USDMin
191;ShiftSupCalType
192;ShiftSupCal.M_RLoadSP
193;ShiftSupCal.M_HystTab
194;ShiftSupCal.X_AccLim
195;ShiftSupCal.a_Offset
196;CCRatioCalType
197;CCRatioCal.Hysteresis
198;CCRatioCal.FilterRamp
199;CCRatioCal.NotLockFactDy
200;CCRatioCal.LockUpFact
201;CCRatioCal.NotLockFactSt
202;CCRatioCal.NotCruiseFact
203;DiffPSProtType
204;DiffPSProt.v_GearBoxOut
205;DiffPSProt.v_Diff
206;DiffPSProt.M_Limit
207;DiffPSProt.t_StartTimer
208;DiffPSProt.t_Delay
209;DiffPSProt.ST_LimActive
210;DiffPSType
211;DiffPS.M_Limit
212;DiffPSCalType
213;DiffPSCal.SpeedDivFac
214;DiffPSCal.v_DiffSP
215;DiffPSCal.M_LimitTab
216;DiffPSCal.M_PosRampMax
217;DiffPSCal.M_NegRampMax
218;DiffPSCal.M_EngineSP
219;DiffPSCal.t_LimDelayTab
220;DiffPSCal.v_MaxActive
221;EmLimType
222;EmLim.ST_GearShifting
223;EmLim.RatioDelta
224;EmLimProtType
225;EmLimProt.Ratio
226;EmLimProt.RatioFilt
227;EmLimProt.RatioHigh
228;EmLimProt.RatioLow
229;EmLimCalType
230;EmLimCal.GrShftRatioHigh
231;EmLimCal.GrShftRatioLow
232;EmLimCal.FiltFac
233;EmLimCal.t_ClutchDelay
234;EmLimCal.ClutchMode
235;EngTipType
236;EngTip.m_TipInLimit
237;EngTip.m_TipOutLimit
238;EngTip.ST_Active
239;EngTipProtType
240;EngTipProt.m_TipInRamp
241;EngTipProt.m_TipOutRamp
242;EngTipProt.m_TipInVal
243;EngTipProt.m_TipOutVal
244;EngTipProt.X_TipInRampFac
245;EngTipProt.n_EngTrnDiff
246;EngTipProt.m_Backlash
247;EngTipProt.n_SlipCompensation
248;EngTipProt.X_ActualGearAuto
249;EngTipProt.ST_TempLimiter
250;EngTipCalType
251;EngTipCal.X_TipInRFM1Tab
252;EngTipCal.X_TipInRFM2Tab
253;EngTipCal.X_TipInRFM3Tab
254;EngTipCal.X_TipInRFM4Tab
255;EngTipCal.X_TipInRFM5Tab
256;EngTipCal.m_TipInMan1Map
257;EngTipCal.m_TipInMan2Map
258;EngTipCal.m_TipInMan3Map
259;EngTipCal.m_TipInMan4Map
260;EngTipCal.m_TipInMan5Map
261;EngTipCal.m_TipOutMan1Map
262;EngTipCal.m_TipOutMan2Map
263;EngTipCal.m_TipOutMan3Map
264;EngTipCal.m_TipOutMan4Map
265;EngTipCal.m_TipOutMan5Map
266;EngTipCal.m_BacklashMTab
267;EngTipCal.X_TipInRFA3Tab
268;EngTipCal.X_TipInRFA4Tab
269;EngTipCal.X_TipInRFA5Tab
270;EngTipCal.X_TipInRFA1OTab
271;EngTipCal.X_TipInRFA2OTab
272;EngTipCal.X_TipInRFA3OTab
273;EngTipCal.X_TipInRFA4OTab
274;EngTipCal.X_TipInRFA5OTab
275;EngTipCal.m_TipInAut3Map
276;EngTipCal.m_TipInAut4Map
277;EngTipCal.m_TipInAut5Map
278;EngTipCal.m_TipInAut1OMap
279;EngTipCal.m_TipInAut2OMap
280;EngTipCal.m_TipInAut3OMap
281;EngTipCal.m_TipInAut4OMap
282;EngTipCal.m_TipInAut5OMap
283;EngTipCal.m_TipInAut1BMap
284;EngTipCal.m_TipInAut2BMap
285;EngTipCal.m_TipOutAut3Map
286;EngTipCal.m_TipOutAut4Map
287;EngTipCal.m_TipOutAut5Map
288;EngTipCal.m_TipOutAut1OMap
289;EngTipCal.m_TipOutAut2OMap
290;EngTipCal.m_TipOutAut3OMap
291;EngTipCal.m_TipOutAut4OMap
292;EngTipCal.m_TipOutAut5OMap
293;EngTipCal.m_BacklashATab
294;EngTipCal.ST_EnableTipin
295;EngTipCal.ST_EnableTipout
296;EngTipCal.ST_EnableActG2
297;EngTipCal.m_TipXSP
298;EngTipCal.n_EngineYSP
299;EngTipCal.n_GearBoxYSP
300;EngTipCal.n_EngDiffXSP
301;EngTipCal.X_IndAccXSP
302;EngTipCal.T_MinTemp
303;IdleType
304;Idle.ST_Enable
305;Idle.ST_AdapAllowed
306;Idle.StartAirMode
307;Idle.Q_Air
308;Idle.n_EngineNominal
309;Idle.Q_FirstDrvComp
310;Idle.Q_AirFriction
311;Idle.Q_LOffIgnPart
312;Idle.ST_IdleRpmInAreaMap
313;Idle.I_PartLimited
314;Idle.DNCompIgnWeightFac
315;Idle.n_EngQuote
316;DNCompType
317;DNComp.Q_AirExtra
318;DNComp.fi_OffsetPnt
319;DNComp.fi_Offset
320;DNComp.fi_NCOffset
321;DNComp.X_FirstDrvFuel
322;DNComp.ST_FirstDrvFuelAct
323;DNComp.ST_NeutralControl
324;DNComp.C_Part
325;DNComp.IgnRampType
326;DNComp.IgnRampStart
327;DNComp.IgnRampTimer
328;DNComp.IgnRampFinished
329;DNComp.ActiveIgnRamp
330;DNComp.NeutralAirPart
331;DNComp.n_GearBoxMissing
332;DNComp.n_GearBoxIncreasing
333;IdleProtType
334;IdleProt.C_A_Part
335;IdleProt.P_Part
336;IdleProt.I_Part
337;IdleProt.Q_StartOffs
338;IdleProt.n_EngineDiff
339;IdleProt.n_EngineDelta
340;IdleProt.Q_StartOffsAdd
341;IdleProt.Q_LOffRpmOffs
342;IdleProt.n_EngLOffOffset
343;IdleProt.n_IdleMovAutOff
344;IdleProt.ST_DriveActive
345;IdleProt.T_Part
346;IdleProt.p_ambcomp
347;IdleProt.ST_AfterNC
348;IdleProt.n_ElevIdleGoal
349;IdleProt.n_ElevIdleOff
350;IdleProt.Q_ElevIdle
351;IdleProt.n_NumberCombustions
352;IdleProt.ST_ElevIdle
353;IdleProt.X_mlOffFactor
354;IdleProt.ST_DAdapDone
355;IdleAdapType
356;IdleAdap.Q_AirNeutral
357;IdleAdap.Q_AirDrive
358;IdleCalType
359;IdleCal.n_DeltaSP
360;IdleCal.n_DeltaTAB
361;IdleCal.IgnRampDelay
362;IdleCal.v_VehicleLim
363;IdleCal.X_FirstDrvFuelTAB
364;IdleCal.X_FirstDrvFuelRmp
365;IdleCal.n_FirstDrvFuelComb
